dataset,strain,group,culture_id,drug,IC50,MIC,biological_unit,unit_type,lineage_id,matching,included_in_comparison,analysis_source,Experiment,Day,Plate,Plate_ID,Well,Row,Column
fig5_mutants,hipa3,hipa,3,Amikacin,2.927798169324257,45.27875376766875,hipa,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,6,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,4,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,selb1,selb,1,Amikacin,12.900036159417498,44.80611851468662,selb,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,6,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12,5,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,selb2,selb,2,Amikacin,13.29738991895091,46.84594359336627,selb,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,6,F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,6,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,selb3,selb,3,Amikacin,10.666477695910066,31.366040114463978,selb,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,6,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,7,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,rpoz1,rpoz,1,Amikacin,2.318330253353974,46.84133929791176,rpoz,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,7,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,2,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,rpoz2,rpoz,2,Amikacin,2.1441496215774514,40.28429853980909,rpoz,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,7,C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,3,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,rpoz3,rpoz,3,Amikacin,3.174639706348432,51.02936804553356,rpoz,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,7,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,4,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,ftsh1,ftsh,1,Amikacin,1.9028474705263554,36.57323601248884,ftsh,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,7,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12,5,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,ftsh2,ftsh,2,Amikacin,2.0331141303377915,44.20545291063306,ftsh,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,7,F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,6,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,ftsh3,ftsh,3,Amikacin,1.2299658116773358,12.35629494592928,ftsh,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,7,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,7,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,fime1,fime,1,Amikacin,3.6913421182955326,110.60363971628729,fime,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,8,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,2,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,fime2,fime,2,Amikacin,2.3122477198794478,66.95497997073073,fime,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,8,C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,3,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,fime3,fime,3,Amikacin,3.582564915136116,60.60637136048023,fime,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,8,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,4,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,MG1,MG,1,Amikacin,4.498299601478186,78.44743308266439,MG,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,8,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12,5,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,MG2,MG,2,Amikacin,3.603582781481418,44.25543420642006,MG,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,8,F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,6,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,MG3,MG,3,Amikacin,2.7935189282715776,51.60409127027511,MG,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,8,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,7,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,gata1,gata,1,Cefepime,0.03163826181265351,0.07858822999809605,gata,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,9,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,2,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,gata2,gata,2,Cefepime,0.03949195197500608,0.1647040329200894,gata,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,9,C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,3,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,gata3,gata,3,Cefepime,0.028290718322228802,0.06803611672489826,gata,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,9,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,4,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,glvc1,glvc,1,Cefepime,0.03417446573877477,0.07197871434782592,glvc,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,9,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12,5,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,glvc2,glvc,2,Cefepime,0.039012201642130186,0.12093963555406914,glvc,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,9,F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,6,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,glvc3,glvc,3,Cefepime,0.03660332951094171,0.10496494363931909,glvc,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,9,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,7,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,hipa1,hipa,1,Cefepime,0.0277291630059231,0.06680936323319507,hipa,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,10,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,2,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,hipa2,hipa,2,Cefepime,0.027008082433817852,0.07466590134099471,hipa,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,10,C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,3,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,hipa3,hipa,3,Cefepime,0.031921484290685996,0.06542672007272318,hipa,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,10,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,4,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,selb1,selb,1,Cefepime,0.03779474022697576,0.16747676877216594,selb,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,10,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12,5,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,selb2,selb,2,Cefepime,0.03489792718823066,0.2245651918696605,selb,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,10,F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,6,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,selb3,selb,3,Cefepime,0.03854538338710148,0.26190567987407226,selb,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,10,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,7,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,rpoz1,rpoz,1,Cefepime,0.024161620129937684,0.05187939636838578,rpoz,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,11,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,2,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,rpoz2,rpoz,2,Cefepime,0.03156519852768225,0.06324128286371794,rpoz,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,11,C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,3,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,rpoz3,rpoz,3,Cefepime,0.029382148877106985,0.06902834746423533,rpoz,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,11,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,4,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,ftsh1,ftsh,1,Cefepime,0.04571374752759935,0.19017803803000846,ftsh,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,11,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12,5,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,ftsh2,ftsh,2,Cefepime,0.04202466600761941,0.1491208236261349,ftsh,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,11,F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,6,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,ftsh3,ftsh,3,Cefepime,0.037886160465819996,0.14341273551836364,ftsh,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,11,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,7,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,fime1,fime,1,Cefepime,0.028346326177501047,0.05622691788301582,fime,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,12,B1|B2|B3|B4|B5|B6|B7|B8|B9|B10|B11|B12,2,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,fime2,fime,2,Cefepime,0.02881297667083605,0.04854977832068597,fime,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,12,C1|C2|C3|C4|C5|C6|C7|C8|C9|C10|C11|C12,3,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,fime3,fime,3,Cefepime,0.02985851067939838,0.05209825224419368,fime,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,12,D1|D2|D3|D4|D5|D6|D7|D8|D9|D10|D11|D12,4,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,MG1,MG,1,Cefepime,0.029671570870631353,0.0775206965648303,MG,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,12,E1|E2|E3|E4|E5|E6|E7|E8|E9|E10|E11|E12,5,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,MG2,MG,2,Cefepime,0.04639227590422553,0.30852781596135115,MG,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,12,F1|F2|F3|F4|F5|F6|F7|F8|F9|F10|F11|F12,6,1|2|3|4|5|6|7|8|9|10|11|12
fig5_mutants,MG3,MG,3,Cefepime,0.02816058977072449,0.06979208425823041,MG,technical series,,not established,True,cache/fig5_mutants__df_analysis.pkl,1,,,12,G1|G2|G3|G4|G5|G6|G7|G8|G9|G10|G11|G12,7,1|2|3|4|5|6|7|8|9|10|11|12
