Panel,value,Antibiotic,Group1,Group2,geomean1,geomean2,ratio,lo,hi,p,n1,n2,test,q_bh,p_holm_figure,k_bh,pooled_sd_log10,df_pooled,sig_bh,sig_holm
Supplementary Figure 5a / 6a,MIC,Cefepime,P,P-unt,0.16479650076553556,0.09445187007040076,0.5731424492124518,0.27974983961014444,1.1742357655933968,0.09664821233045102,4,4,unpaired Welch,0.09664821233045102,0.19329642466090205,1.0,,,False,False
Supplementary Figure 5a / 6a,MIC,Levofloxacin,P,P-unt,0.07754849370986454,0.09836907958518586,1.2684847232909289,0.8637091604471522,1.8629575404635499,0.17181176048653649,4,4,unpaired Welch,0.17181176048653649,0.19329642466090205,1.0,,,False,False
Figure 5b-d,IC50,Amikacin,MG,gata,3.564332136988976,3.174219922108813,0.8905511046987569,0.6384453437085438,1.2422069921810333,0.9581877679893402,3,3,"Dunnett (log10, pooled SD)",0.9581877679893402,0.9581877679893402,7.0,0.08350309347558768,16.0,False,False
Figure 5b-d,IC50,Amikacin,MG,glvc,3.564332136988976,3.8112055106178335,1.0692621686590094,0.7665651630570564,1.4914864912016215,0.9979108121131259,3,3,"Dunnett (log10, pooled SD)",0.9979108121131259,0.9979108121131259,7.0,0.08350309347558768,16.0,False,False
Figure 5b-d,IC50,Amikacin,MG,hipa,3.564332136988976,2.8484843627375755,0.799163560875075,0.5729286636220858,1.114732841245665,0.5774059693154884,3,3,"Dunnett (log10, pooled SD)",0.5774059693154884,0.5774059693154884,7.0,0.08350309347558768,16.0,False,False
Figure 5b-d,IC50,Amikacin,MG,selb,3.564332136988976,12.230929240376833,3.4314785408043083,2.46006263408474,4.786481780119935,2.949549324116063e-06,3,3,"Dunnett (log10, pooled SD)",2.949549324116063e-06,2.949549324116063e-06,7.0,0.08350309347558768,16.0,True,True
Figure 5b-d,IC50,Amikacin,MG,rpoz,3.564332136988976,2.508273816992866,0.7037149515229432,0.5045005634459171,0.981594013720117,0.17607064859211796,3,3,"Dunnett (log10, pooled SD)",0.17607064859211796,0.17607064859211796,7.0,0.08350309347558768,16.0,False,False
Figure 5b-d,IC50,Amikacin,MG,ftsh,3.564332136988976,1.6819752152940057,0.47189070789426485,0.3383033535131412,0.6582282968362608,0.0010881414033865333,3,3,"Dunnett (log10, pooled SD)",0.0010881414033865333,0.0010881414033865333,7.0,0.08350309347558768,16.0,True,True
Figure 5b-d,IC50,Amikacin,MG,fime,3.564332136988976,3.1270698007978264,0.8773227860407717,0.6289618245621156,1.2237551483227223,0.9277050876253187,3,3,"Dunnett (log10, pooled SD)",0.9277050876253187,0.9277050876253187,7.0,0.08350309347558768,16.0,False,False
Figure 5b-d,IC50,Cefepime,MG,gata,0.03384355593452377,0.03281872691577126,0.969718636518715,0.7662824733046312,1.2271639594683557,0.9998652135566573,3,3,"Dunnett (log10, pooled SD)",0.9998652135566573,0.9998652135566573,7.0,0.059077427872243286,16.0,False,False
